eventid,event_date,year,month,day,region,city,lat,long,success,suicide,group_name,motive,killed,wounded,total_casualties,summary,attack_type,weapon_type,weapon_detail,weapon_detail_new,target_type,target_subtype,corp1,target,nationality
2.02E+11,9/11/2017,2017,9,11,Baay,Garas Mooshin,3.058124,43.703335,1,0,Al Shabaab,,,,0,"09/11/2017: Assailants abducted six Gargaar Relief and Development Organization (GREDO) aid workers in Garas Mooshin, Bay, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",hostage taking (kidnapping),Firearms,automatic firearms,nan,ngo,domestic ngo,Gargaar Relief and Development Organization (GREDO),aid workers,Somalia
2.00E+11,2/17/1996,1996,2,17,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,3,4,7,,Armed Assault,Firearms,small caliber,small caliber,religious figures/institutions,religious figure,,clerics,Somalia
2.01E+11,8/7/2008,2008,8,7,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,The specific motive for the attack is unknown.,1,0,1,"08/07/2008: On Thursday, unknown gunmen armed with pistols shot and killed Abdull Khadir Yusuf Kariye, a local aid worker who was the head of the Lafoole refugee camp, in Mogadishu, Banaadir province, Somalia. No claim of responsibility was made for the incident.",Armed Assault,Firearms,pistols,pistols were used in the firearm attack.,private citizens & property,refugee camps,Lafoole Refugee Camp,aid workers,Somalia
2.00E+11,3/21/1996,1996,3,21,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (barricade incident),Firearms,small caliber,small caliber,diplomatic,international organization,UN,un staff,United States
2.02E+11,12/27/2017,2017,12,27,Unknown,Unknown,,,1,0,Al Shabaab,,,,0,"12/27/2017: Assailants abducted three charity workers in Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",hostage taking (kidnapping),Unknown,nan,nan,ngo,domestic ngo,Trocaire,aid workers,Somalia
2.00E+11,3/28/1996,1996,3,28,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,1,0,1,,Assassination,Firearms,pistols,small caliber,government,govt personnel,,deputy minister,Somalia
2.02E+11,5/23/2015,2015,5,23,Shabeellaha Hoose,Awdheegle,1.978939,44.83206,1,0,Al Shabaab,,9,,9,"05/23/2015: Assailants attacked Awdheegle town, Lower Shebelle region, Somalia. This was one of four related attacks on towns in the region on this date. At least 18 people, including soldiers and assailants, were killed and an unknown number of people were injured across this and another attack. Al-Shabaab claimed responsibility for the incidents.",Armed Assault,Firearms,automatic firearms,nan,private citizens & property,town,Awdheegle Town,awdheegle town,Somalia
2.02E+11,8/9/2018,2018,8,9,Baay,Busleey,3.172778,43.521944,1,0,Al Shabaab,,,,0,"08/09/2018: Assailants abducted five Red Crescent workers in Busley, Bay, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab, though other reports doubted the group's involvement.",hostage taking (kidnapping),Firearms,automatic firearms,nan,ngo,domestic ngo,Somali Red Crescent Society,aid workers,Somalia
2.00E+11,6/9/1996,1996,6,9,Woqooyi Galbeed,Hargeisa,9.556936,44.074135,1,0,Unknown,,3,4,7,,Armed Assault,Firearms,small caliber,small caliber,diplomatic,international organization,World food program,world food program convoy,Somalia
2.00E+11,6/17/1996,1996,6,17,Jubbada Dhexe,Jilib,0.495342,42.777893,1,0,Unknown,,1,0,1,,Armed Assault,Firearms,small caliber,small caliber,ngo,international ngo,,red cross vehicle,Somalia
2.00E+11,8/11/1996,1996,8,11,Hiiraan,Beledweyne,4.73538,45.2024,1,0,Unknown,,2,0,2,,Assassination,Firearms,pistols,small caliber,business,businessmen,,businesperson,Ethiopia
2.00E+11,9/4/1996,1996,9,4,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Firearms,small caliber,small caliber,diplomatic,international organization,,un staff,Somalia
2.00E+11,9/17/1996,1996,9,17,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Firearms,small caliber,small caliber,government,govt building,,usaid office,United States
2.02E+11,2/27/2019,2019,2,27,Gedo,Buura,3.328883,42.220188,1,0,Al Shabaab,,,,0,"02/27/2019: Assailants abducted 14 local non-governmental (NGO) aid workers in Buura, Gedo, Somalia. At least five of the hostages escaped shortly after the abduction. The status of the remaining hostages is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Hijacking,Firearms,automatic firearms,nan,ngo,domestic ngo,Gowda,aid workers,Somalia
2.00E+11,9/22/1996,1996,9,22,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,1,0,1,,Assassination,Firearms,pistols,small caliber,terrorists/non-state militia,non-state militia,Osman Ali Atto Militia,abdi ashir kovir,Somalia
2.00E+11,10/4/1996,1996,10,4,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,3,0,3,,Assassination,Firearms,pistols,small caliber,government,politician or political party movement/meeting/rally,United Somali Congress-Somali National Alliance *,political leaders,Somalia
2.00E+11,10/4/1996,1996,10,4,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,3,0,3,,Assassination,Firearms,pistols,small caliber,government,politician or political party movement/meeting/rally,United Somali Congress-Somali National Alliance *,political leaders,Somalia
2.00E+11,4/27/1997,1997,4,27,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,4,4,,Armed Assault,Firearms,small caliber,small caliber,Educational Institution,teacher,,egyptian teachers,Egypt
2.00E+11,5/9/1997,1997,5,9,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Firearms,automatic firearms,firearm,military,"military personnel (soldiers, troops, officers, forces)",,faction leader (rahanwein resistance army),Somalia
2.01E+11,8/28/2007,2007,8,28,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Unknown,0,8,8,"08/28/2007: Eight people were wounded in a grenade explosion in Mogadishu, Somalia. The perpetrator(s) were unidentified and there were no media accounts of any group claiming responsibility for the attack.",Bombing/Explosion,Explosives,hand grenades,nan,private citizens & property,marketplace,Bakara market,bakaara market,Somalia
2.01E+11,12/13/2007,2007,12,13,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Unknown,7,,7,"12/13/2007: Seven civilians were killed in a market bombing in Mogadishu, Somalia. The mortar shell, which landed in Mogadishu's largest market, may have been launched by Ethiopian troops, yet there was also speculation that terrorists were behind the attack.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Bakaaraha Market,bakaara market,Somalia
2.00E+11,6/1/1997,1997,6,1,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,Hijacking,Firearms,small caliber,small caliber,diplomatic,international organization,World Food Programme,wfp truck carrying food,Somalia
2.00E+11,7/25/1997,1997,7,25,Hiiraan,Beledweyne,4.73538,45.2024,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Unknown,nan,nan,government,govt personnel,US AID,aid workers,United States
2.00E+11,7/18/1997,1997,7,18,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Firearms,automatic firearms,firearm,ngo,international ngo,CARE,care official,Somalia
1.99E+11,1/31/1994,1994,1,31,Baay,Baydhaba,3.115641,43.64658,1,0,Unknown,,0,0,0,,Bombing/Explosion,Explosives,explosive devices,explosive,ngo,nan,unknown,aid workers,United States
2.00E+11,11/21/1997,1997,11,21,Bari,Ceelaayo,11.245556,48.8925,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Firearms,automatic firearms,firearm,diplomatic,international organization,UN,un aid workers,International
2.00E+11,11/23/1997,1997,11,23,Unknown,Unknown,,,1,0,Unknown,,3,4,7,,Armed Assault,Firearms,automatic firearms,firearm,diplomatic,embassy,EU,eu aid compound,
2.00E+11,7/8/1999,1999,7,8,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Sheikh Abdullahi Irad was targeted because of his efforts to promote the Islamic Brotherhood.,1,0,1,"07/08/1999: Sheikh Abdullahi Irad of the Al-Ittihad al-Islamic (Islamic Unity) was shot by unidentified gunmen in Mogadishu, Somalia. It is believed that he was killed because of his efforts to promote the Islamic Brotherhood.",Assassination,Firearms,pistols,nan,religious figures/institutions,religious figure,Somali Muslim Leader,islamic scholar,Somalia
2.00E+11,9/1/1999,1999,9,1,Unknown,Unknown,,,1,0,Unknown,Unknown,2,0,2,09/00/1999: Two doctors working on aid projects in southern Somalia were killed. One was a representative for the World Health Organization and the other was a member of a Dutch aid group. No one claimed responsibility.,Assailants attacked,Unknown,automatic firearms,nan,diplomatic,international organization,World Health Organization Doctor,who doctor,International
2.00E+11,9/1/1999,1999,9,1,Shabeellaha Dhexe,Jowhar,2.777264,45.500641,1,0,Unknown,Unknown,1,0,1,"09/00/1999: Ayub Sheikh Yerow, a senior UNICEF official was killed by gunmen on the road between Jowhar and Afgoi. No one claimed responsibility for this incident.",Assassination,Firearms,pistols,nan,diplomatic,international organization,UNICEF,unicef employee,International
2.01E+11,9/22/2008,2008,9,22,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,The specific motive for the attack is unknown.,30,60,90,"09/22/2008: On Monday, mortars were fired into Bakara market, killing 30 and wounding 60, in Mogadishu, Banaadir, Somalia. No group claimed responsiblity for the attack.",Bombing/Explosion,Explosives,mortar shells,mortars were fired at the market.,private citizens & property,marketplace,,bakaara market,Somalia
2.01E+11,9/2/2012,2012,9,2,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,2,4,"09/02/2012: Assailants threw a grenade into the Bakaaraha Market in Mogadishu city, Banaadir region, Somalia. At least two people died and two were injured in the explosion. No group claimed responsibility; however, officials arrested approximately 60 people in connection with the incident and investigated them for being members of Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Bakaaraha Market,bakaara market,Somalia
2.01E+11,9/6/2012,2012,9,6,Baay,Baydhaba,3.115641,43.646581,1,0,Al Shabaab,,1,3,4,"09/06/2012: A grenade was thrown at a civilian's house in Baidoa city, Bay region, Somalia. The explosion killed one person and injured three others. No group claimed responsibility, but sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Not Applicable,bakaara market,Somalia
2.00E+11,3/30/2000,2000,3,30,Jubbada Hoose,Kismaayo,-0.357847,42.54665,1,0,Unknown,Unknown,0,0,0,"03/30/2000: Unidentified gunmen fired at a United Nations plane departing Kismayu, Somalia. No one claimed credit for the attack, which resulted in only minor damage and no injuries.",Armed Assault,Firearms,automatic firearms,nan,diplomatic,international organization,United Nations,united nations aircraft,International
2.01E+11,2/13/2013,2013,2,13,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,,,0,"02/13/2013: An explosive device detonated in Bakaara market, Mogadishu, Banaadir region, Somalia. Casualties from this attack are unknown, and no group has claimed responsibility. This was one of three attacks in Mogadishu, at least two of which were targeting soldiers, on February 13th, 2013.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Bakaara Market,bakaara market,Somalia
1.99E+11,2/24/1994,1994,2,24,Jubbada Dhexe,Saakoow,1.639986,42.452335,0,0,Unknown,,0,1,1,,Assassination,Firearms,pistol,pistol,ngo,international ngo,Luthern World Federation,aid workers,United States
2.00E+11,10/18/2000,2000,10,18,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Unknown,1,0,1,"10/18/2000: Four unidentified Somali gunmen shot dead a well known senior Somali national military officer, General Yussuf Tallan Ali, in Mogadishu. The general was a delegate at the Djibouti sponsored peace talks held in the Arta district, 35 kilometers from Djibouti. Tallan was a member of a committee responsible for disarmament measures. It was unknown who was responsible for the incident.",Assassination,Firearms,pistols,nan,military,"military personnel (soldiers, troops, officers, forces)",Somalian Military,general yussuf tallan ali,Somalia
2.00E+11,11/12/2000,2000,11,12,Banaadir,Mogadishu,2.059819,45.326115,1,0,U/I Somali Militiamen,"Specific motive is unknown; however, a representative from the government stated that he believed the attack was a ""plot to undermine the interim government"".",1,0,1,"11/12/2000: Two unidentified and armed militia members shot and killed Hasan Ahmed Elmi at his home in the Madina district of southwestern Mogadishu, Somalia. Hasan Ahmed Elmi was a member of Somalia's Transitional National Assembly (TNA). A representative from the government stated that he believed the attack was a ""plot to undermine the interim government"".",Assassination,Firearms,pistols,nan,government,politician or political party movement/meeting/rally,Transitional National Assembly (TNA),"hasan ahmed elmi, a member of somalia's transitional national assembly (tna)",Somalia
2.00E+11,11/19/2000,2000,11,19,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,"Specific motive is unknown; however, the targeted members of parliament are opposed by faction leaders",0,0,0,"11/19/2000: Unknown assailants launched a rocket propelled grenade at the Laf-weyn Hotel in north Mogadishu, Benadir region, Somalia. The hotel was hosting members of parliament at the time of the attack but there were no reports of injuries. No group has claimed responsibility for the incident.",Bombing/Explosion,Explosives,hand grenades,hand grenade,government,govt personnel,Somalia government,somali mp at a hotel,Somalia
2.02E+11,7/2/2017,2017,7,2,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,4,6,"07/02/2017: An assailant threw a grenade at Bakaara market in Mogadishu, Somalia. At least two people were killed and four people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Bakaara Market,bakaara market,Somalia
2.02E+11,11/15/2018,2018,11,15,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,,,0,"11/15/2018: An explosives-laden handcart detonated at the Bakara market in Hawl Wadag, Mogadishu, Somalia. The blast resulted in an unknown number of casualties. No group claimed responsibility for the incident.",Bombing/Explosion,Explosives,nan,nan,private citizens & property,marketplace,Bakaaraha Market,bakaara market,Somalia
1.99E+11,8/9/1994,1994,8,9,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,,0,0,0,,hostage taking (kidnapping),Unknown,nan,nan,ngo,international ngo,International Aid Sweeden (IAS),aid workers,Sweden
2.01E+11,1/12/2005,2005,1,12,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Unknown,3,9,12,"01/12/2005: Unknown perpetrators threw a grenade into a cinema in Mogadishu, Somalia. The explosion and resulting stampede killed three people and left nine others injured.",Bombing/Explosion,Explosives,hand grenades,hand grenade,business,entertainment,Civilan(s),civilians,Somalia
2.01E+11,1/28/2005,2005,1,28,Banaadir,Mogadishu,2.059819,45.326115,1,0,Unknown,Unknown,0,0,0,"01/28/2005: Two unknown gunmen attacked the HornAfrik radio station in Mogadishu, Somalia with grenades. No one was wounded in the attack, and the men escaped. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,hand grenades,hand grenade,journalists & media,news agencies,HornAfrik Radio Station,hornafrik radio station,Somalia
2.01E+11,5/3/2005,2005,5,3,Banaadir,Mogadishu,2.059819,45.326115,1,0,Al Ittixaad Al Islami (AIAI),Unknown,15,40,55,05/03/2005: Suspected members of Al-Ittihad al-Islami (Islamic Unity) and Takfir Wal Hijra bombed a stadium in Mogadishu where Somalian Prime Minister Mohamed Ali Gedi was speaking. The explosion killed 15 people and injured 40 others who were attending the event. No group claimed responsibility for the bombing.,Assassination,Explosives,nan,nan,government,prime minister,Somalian Government,prime minister: mohamed ali gedi,Somalia
